,Species,Indentation_line,x,y,H,E,C,Ca,F,Fe,Mg,Na,O,P
80,AAl,1,193.3333333333,315.4888888889,1.423019,34.629726,0.0728633461,0.1666768838,0.0020689655,0.0019514687,0.0082860792,0.0098697318,0.0932515964,0.1759284802
81,AAl,1,194.6666666667,315.4444444444,1.693028,36.726678,0.0746615581,0.166155811,0.0020689655,0.0016858238,0.0078671775,0.0109323116,0.0939463602,0.1699106003
82,AAl,1,196,315.4,1.363314,32.030908,0.0729655172,0.1635862069,0.0016551724,0.0016551724,0.008,0.0108965517,0.0933793103,0.1637241379
83,AAl,1,197.3333333333,315.3555555556,1.49692,37.02999,0.0713461047,0.1718927203,0.0016245211,0.0016756066,0.0070446999,0.0143703704,0.0915249042,0.157660281
84,AAl,1,198.6666666667,315.3111111111,1.681794,38.424412,0.0797854406,0.1813231162,0.0020536398,0.0014099617,0.0073716475,0.0174048531,0.0890012771,0.1551366539
85,AAl,1,200,315.2666666667,0.963353,34.965405,0.0792183908,0.1784367816,0.003954023,0.0023908046,0.0072183908,0.0185287356,0.0823448276,0.1604137931
86,AAl,1,201.3333333333,315.2222222222,1.654501,38.761128,0.081532567,0.1812260536,0.0042911877,0.002962963,0.0080715198,0.0212260536,0.0862579821,0.1660280971
87,AAl,1,202.6666666667,315.1777777778,1.447267,35.181408,0.0792132822,0.1759744572,0.0035146871,0.0032592593,0.011954023,0.0205210728,0.0809961686,0.166109834
88,AAl,1,204,315.1333333333,1.250526,33.168726,0.0731954023,0.1757701149,0.0035402299,0.0035402299,0.0138850575,0.0176551724,0.0854712644,0.1603678161
89,AAl,1,205.3333333333,315.0888888889,0.724765,28.122726,0.0707484036,0.1775376756,0.0016245211,0.0026104725,0.0163831418,0.0206947637,0.0867381865,0.1648582375
90,AAl,1,206.6666666667,315.0444444444,1.275932,29.031062,0.0661711367,0.1804393359,0.0024214559,0.0021302682,0.0149731801,0.0158109834,0.0882298851,0.1727458493
91,AAl,1,208,315,1.460958,39.251988,0.06,0.2,0.0027586207,0.0020689655,0.015862069,0.0144827586,0.0910344828,0.1820689655
92,AAl,1,209.3333333333,314.9555555556,0.674437,28.586866,0.0590753512,0.1969093231,0.0027279693,0.0024878672,0.0165619413,0.0127254151,0.0877701149,0.1810676884
93,AAl,1,210.6666666667,314.9111111111,1.52942,33.97272,0.0556628352,0.1923831418,0.002697318,0.0042452107,0.01699106,0.0108454662,0.092091954,0.1729042146
94,AAl,1,212,314.8666666667,1.657851,37.436592,0.0537931034,0.1831264368,0.0019770115,0.0052413793,0.0171494253,0.0128275862,0.0944827586,0.1549425287
95,AAl,1,213.3333333333,314.8222222222,1.567779,37.683662,0.0576347382,0.167192848,0.0022835249,0.0047713921,0.0133997446,0.0120051086,0.0884648787,0.1436526181
96,AAl,1,214.6666666667,314.7777777778,1.392571,31.672928,0.0653895275,0.1634738186,0.0017624521,0.0046998723,0.012183908,0.0135887612,0.0879948914,0.1424265645
97,AAl,1,216,314.7333333333,1.603232,34.372824,0.0763678161,0.1817471264,0.0010114943,0.0030804598,0.0100229885,0.0134712644,0.084183908,0.1470344828
98,AAl,1,217.3333333333,314.6888888889,1.763366,39.847122,0.0807254151,0.1942068966,0.0003882503,0.0030038314,0.0113052363,0.0156730524,0.0882401022,0.1561941252
99,AAl,1,218.6666666667,314.6444444444,0.48809,22.921096,0.0829016603,0.208449553,0.0013282248,0.0026768838,0.0082911877,0.0175530013,0.0968326948,0.1567969349
100,AAl,1,220,314.6,0.969266,38.642445,0.0804137931,0.2143448276,0.0027586207,0.0020689655,0.0063448276,0.0166896552,0.1019310345,0.1573793103
101,AAl,2,88,306,5.678421,105.077512,0.0310344828,0.2475862069,0.0089655172,0.0144827586,0.0103448276,0.0213793103,0.1055172414,0.2324137931
102,AAl,2,89.3255813953,305.9534883721,5.870033,107.375755,0.0223722049,0.2609238918,0.0101956323,0.0125316574,0.0068749184,0.0183319968,0.1142847019,0.2306898417
103,AAl,2,90.6511627907,305.9069767442,5.63222,103.978049,0.0230700658,0.2731068052,0.0132317562,0.0088853248,0.0053922903,0.0168627963,0.1193551034,0.2342578467
104,AAl,2,91.976744186,305.8604651163,5.921372,106.230666,0.0224837284,0.2818880662,0.0159124224,0.0071210906,0.0056776263,0.0149157979,0.1228843177,0.2368773428
105,AAl,2,93.3023255814,305.8139534884,5.257062,99.709787,0.0202793682,0.2838988456,0.0153327987,0.0069607057,0.0065649652,0.0146364298,0.1219966058,0.2340441245
106,AAl,2,94.6279069767,305.7674418605,5.532197,100.436102,0.0201924619,0.2877562895,0.0138341321,0.0055172414,0.005718655,0.0143268496,0.1190552209,0.241799668
107,AAl,2,95.9534883721,305.7209302326,4.853193,95.55755,0.0182678428,0.2727502285,0.0127808135,0.0059913094,0.0076593126,0.0181786986,0.1134063147,0.2419350628
108,AAl,2,97.2790697674,305.6744186047,5.255125,98.056031,0.0267025979,0.274185114,0.0135525261,0.0057417803,0.0074157513,0.0177195502,0.1115406277,0.2388758136
109,AAl,2,98.6046511628,305.6279069767,5.292958,97.710713,0.0414274258,0.2715704668,0.0129378415,0.0061908581,0.0100725462,0.0183748904,0.1005397139,0.2404494508
110,AAl,2,99.9302325581,305.5813953488,4.636937,88.817354,0.0534480894,0.2697909401,0.0136047444,0.008151657,0.0109546633,0.0198675892,0.0896465937,0.2223412469
111,AAl,2,101.2558139535,305.5348837209,5.013126,95.879578,0.057536786,0.2622271125,0.0123977546,0.0057719923,0.0108420209,0.018863132,0.0972536879,0.230488428
112,AAl,2,102.5813953488,305.488372093,5.280949,98.633882,0.05314485,0.2697126126,0.0105313217,0.0046705582,0.011405979,0.0221137241,0.0998015703,0.237598329
113,AAl,2,103.9069767442,305.4418604651,5.811039,103.632679,0.0387601872,0.2632449973,0.0089692471,0.0034963913,0.0099069394,0.0203726152,0.1064720912,0.239590086
114,AAl,2,105.2325581395,305.3953488372,5.33941,100.261672,0.0302012271,0.2699337946,0.0087577628,0.0023416199,0.01159583,0.0194226143,0.1047582104,0.2475630816
115,AAl,2,106.5581395349,305.3488372093,4.938151,96.545099,0.02290707,0.2639872438,0.0087670875,0.0026944667,0.0113071371,0.0170709237,0.089414595,0.2401786613
116,AAl,2,107.8837209302,305.3023255814,4.420388,93.441681,0.0228783499,0.2560955596,0.0085403107,0.0021734022,0.0100639675,0.0152209023,0.0880442364,0.2319904515
117,AAl,2,109.2093023256,305.2558139535,4.54439,90.904026,0.0238171612,0.2594144085,0.0078748998,0.0022084631,0.0100706813,0.0153488372,0.0916681897,0.234314168
118,AAl,2,110.5348837209,305.2093023256,3.307588,76.126343,0.0273146715,0.2510072546,0.0054471196,0.0020689655,0.0083139069,0.0147934578,0.0950019582,0.2341612428
119,AAl,2,111.8604651163,305.1627906977,3.471153,71.318514,0.0276194028,0.2502154007,0.0039775461,0.0014755413,0.0076663994,0.0120933962,0.0985393782,0.2388765596
120,AAl,2,113.1860465116,305.1162790698,2.819361,62.72729,0.0260808265,0.2296734488,0.0031125865,0.0023106619,0.0056627068,0.0135044106,0.0978448742,0.22840417
121,AAl,2,114.511627907,305.0697674419,2.907035,67.263617,0.025402734,0.2321691128,0.0039219709,0.0030719308,0.0062218161,0.0160052964,0.0943264766,0.2224281531
122,AAl,2,115.8372093023,305.023255814,2.741952,62.442109,0.0329639507,0.2385434811,0.0053139628,0.0038999646,0.0063299827,0.0169500755,0.0923731374,0.227267675
123,AAl,2,117.1627906977,304.976744186,2.566938,59.351042,0.0358031368,0.2472714049,0.0057578188,0.0048249753,0.0075541299,0.0198370042,0.0881337536,0.2247473937
124,AAl,2,118.488372093,304.9302325581,2.397557,59.245915,0.0356793048,0.2566479551,0.0065843606,0.0041293523,0.0068398575,0.0178176461,0.0931388822,0.2423244624
125,AAl,2,119.8139534884,304.8837209302,2.990074,63.245876,0.0341034296,0.263158464,0.0050842021,0.0030174745,0.008372093,0.0170179594,0.092416031,0.2436761716
126,AAl,2,121.1395348837,304.8372093023,2.718258,63.133908,0.02729826,0.2674478283,0.0041535965,0.0017321572,0.0085805934,0.0141127543,0.0981063389,0.2353141493
127,AAl,2,122.4651162791,304.7906976744,2.660698,70.854947,0.0297894482,0.2722362507,0.0045359094,0.0012670409,0.0103067828,0.0122854852,0.0956024692,0.2263672815
128,AAl,2,123.7906976744,304.7441860465,2.233664,66.80764,0.0321139106,0.2690210925,0.0053728949,0.0012558513,0.0115428657,0.0140642659,0.0917625557,0.2111978516
129,AAl,2,125.1162790698,304.6976744186,2.533277,67.52776,0.0364804834,0.2502333041,0.006415397,0.0011868484,0.0093097853,0.015292516,0.0866376979,0.2007142724
130,AAl,2,126.4418604651,304.6511627907,2.39473,60.455622,0.0338192126,0.2527476175,0.0060364409,0.0019667668,0.0078107458,0.0203908916,0.0830092688,0.2099233509
131,AAl,2,127.7674418605,304.6046511628,2.920487,72.758571,0.0299889968,0.2449003189,0.0060465116,0.0021972735,0.0084209545,0.0234650603,0.0847925253,0.2208951717
132,AAl,2,129.0930232558,304.5581395349,2.403481,67.718323,0.0288025214,0.2435948602,0.0057652785,0.0036728148,0.0119080211,0.0206415397,0.0877119039,0.2233263087
133,AAl,2,130.4186046512,304.511627907,2.637625,66.558555,0.0236086608,0.2480654967,0.0047507506,0.0037757595,0.0105566849,0.0180239085,0.0939754947,0.2232692415
134,AAl,2,131.7441860465,304.4651162791,2.126814,57.713827,0.0297693068,0.2413520822,0.0053907984,0.0048078178,0.0121109267,0.0153950877,0.0941638537,0.2203233808
135,AAl,2,133.0697674419,304.4186046512,1.723973,50.452878,0.0313951623,0.2481393484,0.00347625,0.0046190858,0.0101646743,0.0125018183,0.099811268,0.2211626042
136,AAl,2,134.3953488372,304.3720930233,2.997746,78.635181,0.0326219205,0.254914679,0.0039827679,0.003474758,0.0083131609,0.0165356856,0.1036194774,0.2248544414
137,AAl,2,135.7209302326,304.3255813953,3.091513,75.676363,0.034501781,0.2606195334,0.0051323176,0.0026623897,0.0103418437,0.0189444434,0.1062184592,0.2286126704
138,AAl,2,137.0465116279,304.2790697674,3.705377,78.24299,0.0318345424,0.2584927547,0.0049006919,0.0012991179,0.0076522258,0.0181395349,0.1072512635,0.2210544376
139,AAl,2,138.3720930233,304.2325581395,3.256255,72.353389,0.0310139684,0.2594610321,0.0061703437,0.002117081,0.007109528,0.0201283079,0.0976975439,0.2192282874
140,AAl,2,139.6976744186,304.1860465116,3.6394,80.078209,0.0313619664,0.2649335149,0.0060759777,0.0027560098,0.0070610395,0.0172988195,0.089129632,0.2233721863
141,AAl,2,141.023255814,304.1395348837,2.820043,74.362009,0.035419705,0.2576042968,0.0053911714,0.0028388132,0.0064612745,0.0170261651,0.0823736969,0.2217295463
142,AAl,2,142.3488372093,304.0930232558,3.463176,91.248725,0.0341974227,0.2642852614,0.0038749744,0.0018701628,0.0089625333,0.0171611868,0.0840547547,0.228340016
143,AAl,2,143.6744186047,304.0465116279,2.900193,69.112297,0.0381861584,0.2570761455,0.0029510826,0.0009358274,0.008436247,0.0194121706,0.0896167546,0.2265638463
144,AAl,2,145,304,3.042104,74.332569,0.0482758621,0.2475862069,0.0027586207,0.0006896552,0.0082758621,0.0186206897,0.0951724138,0.2165517241
145,AAl,2,146.3255813953,303.9534883721,1.59802,44.187507,0.0525909625,0.2335976576,0.0027586207,0.0020689655,0.0090632401,0.0212830794,0.096838925,0.2132325022
146,AAl,2,147.6511627907,303.9069767442,1.530912,41.211809,0.0589511572,0.2187553384,0.0032076985,0.0020689655,0.0098412935,0.020695996,0.0977415565,0.1940538222
147,AAl,2,148.976744186,303.8604651163,1.46377,38.578822,0.0590421663,0.2164510173,0.0041218925,0.0020689655,0.0103448276,0.0182838813,0.095227616,0.1792118759
148,AAl,2,150.3023255814,303.8139534884,1.425987,36.182474,0.0542060014,0.2039025755,0.004137931,0.0015878107,0.0086674997,0.0204490778,0.0970246732,0.1765155443
149,AAl,2,151.6279069767,303.7674418605,1.556746,37.872498,0.0522026818,0.2039409933,0.004137931,0.0020689655,0.0080442364,0.0222774659,0.1033994144,0.1750955782
150,AAl,2,152.9534883721,303.7209302326,1.484515,36.82951,0.0522925719,0.197155965,0.0034803528,0.0032006117,0.0107084911,0.0189698066,0.1022614274,0.1690509315
151,AAl,2,154.2790697674,303.6744186047,1.409417,36.752163,0.0559698626,0.1759829171,0.0026288208,0.003223737,0.0109397438,0.0176904571,0.0980492717,0.1617903433
152,AAl,2,155.6046511628,303.6279069767,1.382481,33.827218,0.0607601499,0.1687089014,0.0014915798,0.0020958207,0.0102217415,0.0153010947,0.1027854758,0.154029205
153,AAl,2,156.9302325581,303.5813953488,1.535639,35.970989,0.0701930214,0.1747401205,0.0019928759,0.0035724809,0.0091057608,0.0141258089,0.0944271834,0.1560011936
154,AAl,2,158.2558139535,303.5348837209,1.481368,36.737819,0.0776602451,0.1834952724,0.0017944462,0.0027105052,0.0066541094,0.0132656981,0.1021338655,0.163696313
155,AAl,2,159.5813953488,303.488372093,1.571171,39.123192,0.0796244009,0.1932552545,0.001863822,0.0027746592,0.0085291211,0.0129658156,0.104391936,0.1790391824
156,AAl,2,160.9069767442,303.4418604651,1.576026,38.631456,0.0816236176,0.1883844016,0.0023095429,0.0033915817,0.0089655172,0.011563753,0.1005811156,0.1821245408
157,AAl,2,162.2325581395,303.3953488372,1.322036,33.010804,0.0686768244,0.183855952,0.0019719886,0.0011861025,0.0145469126,0.0110643218,0.1031260141,0.1871822607
158,AAl,2,163.5581395349,303.3488372093,1.359087,34.867537,0.0584442662,0.1833035564,0.00173626,0.0018604651,0.0157177225,0.0114514836,0.0929729024,0.1829193786
159,AAl,2,164.8837209302,303.3023255814,1.433773,36.397738,0.055228362,0.1829439958,0.0018604651,0.0024057739,0.0158061207,0.0159829171,0.0920919043,0.179906007
160,AAl,2,166.2093023256,303.2558139535,1.259728,30.879556,0.0499278268,0.1904216632,0.0013472334,0.0017000802,0.0185886127,0.0159646407,0.0968001343,0.1811801346
161,AAl,2,167.5348837209,303.2093023256,1.512503,34.062961,0.0557889633,0.1895779639,0.0019246191,0.0017672181,0.0157848604,0.0168243785,0.0964204323,0.1879427836
162,AAl,2,168.8604651163,303.1627906977,1.302534,32.368238,0.0604807818,0.1899464762,0.0025501203,0.0018761306,0.0152529792,0.0168251245,0.0956203726,0.1852289215
163,AAl,2,170.1860465116,303.1162790698,1.427891,33.068414,0.065118517,0.1932112419,0.0039924656,0.0014274258,0.0122224502,0.0133623021,0.0875254098,0.1830126257
164,AAl,2,171.511627907,303.0697674419,1.318175,31.154272,0.0637306279,0.1884940602,0.0040651983,0.0016680032,0.0106570187,0.0148516439,0.0802961526,0.1667857742
165,AAl,2,172.8372093023,303.023255814,1.421093,33.818206,0.0713873296,0.1834859477,0.004105854,0.0025046157,0.0080326738,0.0141164842,0.0779176069,0.1565088305
166,AAl,2,174.1627906977,302.976744186,1.14346,29.861781,0.06840417,0.1813636448,0.0035579344,0.0028548516,0.0079979859,0.0126864475,0.0810454859,0.1565409075
167,AAl,2,175.488372093,302.9302325581,1.342594,32.794937,0.0721124186,0.1856783723,0.004739934,0.003063352,0.0107864456,0.013553645,0.0883851476,0.1481027955
168,AAl,2,176.8139534884,302.8837209302,1.268841,31.028405,0.074534231,0.1771488782,0.0042994349,0.0026784282,0.0102657541,0.0108729789,0.0896562914,0.1599119748
169,AAl,2,178.1395348837,302.8372093023,1.201364,29.440103,0.0648745827,0.1784744783,0.0045068164,0.0013793103,0.0119009343,0.0124630275,0.0936644225,0.1607217322
170,AAl,2,179.4651162791,302.7906976744,0.895161,27.449946,0.0647865575,0.1649458235,0.0029540665,0.0013793103,0.012638332,0.0120960072,0.0963491915,0.1636799015
171,AAl,2,180.7906976744,302.7441860465,1.342053,31.691524,0.0611450738,0.1535301468,0.0018925421,0.0013793103,0.009510826,0.0117771023,0.0999854535,0.1660401708
172,AAl,2,182.1162790698,302.6976744186,1.264154,30.606004,0.0622692602,0.1552309729,0.0018362209,0.0020689655,0.0090143787,0.0125021913,0.0943555696,0.1576244382
173,AAl,2,183.4418604651,302.6511627907,1.231629,30.609042,0.0663613137,0.1568441469,0.0015878107,0.0017642342,0.0111586878,0.0130333265,0.0977005278,0.1562928703
174,AAl,2,184.7674418605,302.6046511628,1.153779,29.924177,0.0703019339,0.1682284926,0.0015236568,0.0015885567,0.0120456538,0.0128804013,0.0985886127,0.1695298484
175,AAl,2,186.0930232558,302.5581395349,0.470388,22.638992,0.0658726991,0.1736968725,0.0003849238,0.0017481957,0.01478749,0.0139139516,0.0966528039,0.1746554522
176,AAl,2,187.4186046512,302.511627907,1.195888,29.061641,0.0703481845,0.1804986852,0.0010712221,0.0025534772,0.0174565935,0.0148676824,0.1015464091,0.1756308163
177,AAl,2,188.7441860465,302.4651162791,1.782065,41.302575,0.0761660543,0.1786318793,0.002307678,0.0032718524,0.0146326999,0.0140892561,0.0960866079,0.1694183249
178,AAl,2,190.0697674419,302.4186046512,1.433071,34.854635,0.0771373156,0.1691665579,0.0023576584,0.0023856325,0.0127185245,0.0139091028,0.0948632066,0.1639984334
179,AAl,2,191.3953488372,302.3720930233,1.371948,32.162441,0.073932601,0.1720109659,0.0025982358,0.0024859663,0.0107510117,0.0118684844,0.096620727,0.1621543798
180,AAl,2,192.7209302326,302.3255813953,1.712246,37.95269,0.0676253707,0.1726629492,0.0014915798,0.0019070886,0.0081635926,0.0124954775,0.0967210608,0.1678734078
181,AAl,2,194.0465116279,302.2790697674,1.342535,31.447223,0.0658574066,0.1719020533,0.0014113873,0.0011868484,0.0088513829,0.0135025456,0.0985296805,0.1652020664
182,AAl,2,195.3720930233,302.2325581395,1.735495,36.050618,0.0668529121,0.1710363477,0.0020689655,0.0010219877,0.0104160683,0.016746797,0.0974677831,0.1615594636
183,AAl,2,196.6976744186,302.1860465116,1.674291,37.598734,0.0726249044,0.1643128625,0.0020689655,0.0006896552,0.0082023834,0.0170515283,0.1010305664,0.1589146044
184,AAl,2,198.023255814,302.1395348837,1.803063,38.474946,0.0732981481,0.1636176125,0.0027906977,0.0008981556,0.0080718375,0.015545775,0.1085899181,0.1609003935
185,AAl,2,199.3488372093,302.0930232558,1.32097,33.099622,0.0686835382,0.1644807072,0.0038973536,0.0017481957,0.0071498107,0.0174013912,0.1075093713,0.1598205927
186,AAl,2,200.6744186047,302.0465116279,1.290197,30.918295,0.0645332985,0.1693799071,0.0043785084,0.0021331195,0.0085100987,0.0185244587,0.1020376345,0.154756159
187,AAl,2,202,302,1.594544,34.210017,0.0551724138,0.1813793103,0.0048275862,0.0020689655,0.0117241379,0.0206896552,0.0903448276,0.1496551724
188,AAl,2,203.3255813953,301.9534883721,1.441357,33.992099,0.0501363272,0.1857794521,0.0040898156,0.0025340818,0.0108420209,0.02021969,0.091121016,0.1474739374
189,AAl,2,204.6511627907,301.9069767442,1.468057,34.239286,0.0463956286,0.1891546223,0.0026303128,0.0016198877,0.0113489118,0.0199966431,0.1005098749,0.1501165588
190,AAl,2,205.976744186,301.8604651163,1.627404,37.154024,0.0431987468,0.1995069096,0.0014069115,0.0013793103,0.0098957498,0.0203987244,0.1160884728,0.1555692732
191,AAl,2,207.3023255814,301.8139534884,1.359985,29.913445,0.0470837918,0.1822599355,0.0007791723,0.0004811548,0.0138572574,0.0172894948,0.1203073423,0.1652856157
192,AAl,2,208.6279069767,301.7674418605,1.420228,34.085215,0.0518453591,0.1772894948,0.0006896552,0.0008660786,0.0144667201,0.0128102796,0.1130616736,0.1714104549
193,AAl,2,209.9534883721,301.7209302326,0.70872,24.727039,0.054598385,0.1741974227,0.0006896552,0.0013793103,0.012196341,0.0111750993,0.1077286884,0.1681438242
194,AAl,2,211.2790697674,301.6744186047,1.102017,24.453616,0.0570955409,0.1671953153,0.0013793103,0.0029190056,0.0132272804,0.0111131833,0.0974047481,0.166666045
195,AAl,2,212.6046511628,301.6279069767,1.730592,34.541391,0.0552582011,0.1702224875,0.0013793103,0.0038813152,0.0112963205,0.0139747487,0.0946644039,0.1726450458
196,AAl,2,213.9302325581,301.5813953488,1.526635,32.208977,0.0494910576,0.168183361,0.0013793103,0.0025661588,0.012133306,0.0178788161,0.0924902557,0.1716793793
197,AAl,2,215.2558139535,301.5348837209,1.485571,31.511114,0.0456332407,0.1612028869,0.0012028869,0.0028567166,0.010806214,0.0156110479,0.0900031704,0.1770698047
198,AAl,2,216.5813953488,301.488372093,1.684616,33.012883,0.0471251935,0.1593099718,0.001295761,0.0012670409,0.0072687939,0.0129624587,0.0899017176,0.176776263
199,AAl,2,217.9069767442,301.4418604651,1.713054,35.160464,0.0498043677,0.1596669215,0.001138733,0.0006896552,0.0087372485,0.0112269447,0.0963961881,0.1736916507
200,AAl,2,219.2325581395,301.3953488372,1.60655,34.164246,0.0550907294,0.1615777401,0.001106656,0.0018123496,0.0090587643,0.0100393503,0.0994196304,0.1742925346
201,AAl,3,87,286,5.68732,103.178851,0.0275862069,0.250862069,0.0094827586,0.0103448276,0.0094827586,0.024137931,0.1060344828,0.2215517241
202,AAl,3,88.2380952381,285.9523809524,5.362719,102.703187,0.0270935961,0.25510986,0.0095722887,0.0105262335,0.0085464071,0.0247040425,0.0988599578,0.22755493
203,AAl,3,89.4761904762,285.9047619048,5.181029,101.051273,0.0247665963,0.2498256314,0.0091656893,0.0103119869,0.0092298069,0.0245664243,0.0911986864,0.2342278521
204,AAl,3,90.7142857143,285.8571428571,5.462643,103.351007,0.0199718508,0.2309781844,0.0099366643,0.0094159043,0.0076425053,0.0206333568,0.0926671358,0.2314144968
205,AAl,3,91.9523809524,285.8095238095,5.233078,97.887802,0.0203284072,0.2533474079,0.0136226445,0.0071655329,0.0062475565,0.0208601142,0.0880053171,0.2357432168
206,AAl,3,93.1904761905,285.7619047619,5.49508,103.934407,0.0197701149,0.2577777778,0.0124137931,0.0057784033,0.007454844,0.0213464696,0.0961154117,0.2420720932
207,AAl,3,94.4285714286,285.7142857143,5.599549,101.913881,0.0196340605,0.2731315975,0.0123715693,0.0057002111,0.0092470091,0.0188740324,0.0970021112,0.2343279381
208,AAl,3,95.6666666667,285.6666666667,5.880834,105.459549,0.0197701149,0.2942528736,0.0128735632,0.0069731801,0.0112643678,0.0216858238,0.0983141762,0.2404597701
209,AAl,3,96.9047619048,285.619047619,5.29319,100.22435,0.0211337868,0.2825709594,0.011954023,0.0091954023,0.0149831887,0.0235217765,0.1046133396,0.2390976621
210,AAl,3,98.1428571429,285.5714285714,5.316116,97.387964,0.0241238564,0.2791273751,0.0124700915,0.010992259,0.0140745954,0.0204926108,0.0998733286,0.2333990148
211,AAl,3,99.380952381,285.5238095238,5.289013,99.424263,0.0450965674,0.2761951677,0.0113159747,0.0097865353,0.012886074,0.021964188,0.0991993119,0.2378465869
212,AAl,3,100.619047619,285.4761904762,5.827159,102.866706,0.0593119087,0.2718382985,0.0096364063,0.0088544843,0.0127484557,0.0202768004,0.0930784268,0.225481273
213,AAl,3,101.8571428571,285.4285714286,5.2693,98.875317,0.0611400422,0.2845601689,0.0074595355,0.0062068966,0.0087403237,0.0160591133,0.0888106967,0.2270232231
214,AAl,3,103.0952380952,285.380952381,5.462512,102.488432,0.057735554,0.279709125,0.0071592775,0.0036202987,0.0104527328,0.0177261709,0.0889404957,0.2275564939
215,AAl,3,104.3333333333,285.3333333333,5.490511,101.596388,0.0357088123,0.2691187739,0.0081226054,0.0027586207,0.0104214559,0.0186206897,0.094559387,0.2196168582
216,AAl,3,105.5714285714,285.2857142857,5.132176,100.615529,0.0213652357,0.2650527797,0.0094722027,0.0028712175,0.0107248417,0.017635468,0.106052076,0.2292610837
217,AAl,3,106.8095238095,285.2380952381,4.472968,95.668136,0.0166486825,0.2596622097,0.0107999062,0.002364532,0.0118210963,0.0200312769,0.1104699351,0.2333302056
218,AAl,3,108.0476190476,285.1904761905,4.545661,91.276005,0.0157447807,0.2660864806,0.0094252874,0.001543514,0.0112972085,0.0194557823,0.1104636797,0.2307639378
219,AAl,3,109.2857142857,285.1428571429,4.545695,91.162656,0.0174102745,0.2633497537,0.0089936664,0.0019985925,0.0108374384,0.0173399015,0.1082054891,0.2377199156
220,AAl,3,110.5238095238,285.0952380952,3.828841,80.348134,0.0188802877,0.2662819611,0.0057799672,0.0011150207,0.0090640394,0.0179341622,0.106402377,0.2320150129
221,AAl,3,111.7619047619,285.0476190476,3.73738,79.616932,0.0195808898,0.2659128939,0.004458519,0.0022988506,0.007816092,0.015862069,0.1071827352,0.2230651341
222,AAl,3,113,285,3.627949,83.47639,0.0227586207,0.2606896552,0.004137931,0.0027586207,0.0068965517,0.0144827586,0.0993103448,0.2227586207
223,AAl,3,114.2380952381,284.9523809524,3.330927,73.712047,0.0248103839,0.2644460083,0.0040472281,0.0041050903,0.0048354054,0.0150817108,0.092074439,0.2244647744
224,AAl,3,115.4761904762,284.9047619048,2.676047,63.354788,0.0282696067,0.2664774416,0.0043021346,0.0040722496,0.0055500821,0.0150394871,0.0848588631,0.22703417
225,AAl,3,116.7142857143,284.8571428571,3.238861,71.768278,0.0324278677,0.2664743139,0.0046305419,0.0026319493,0.0063054187,0.0173961999,0.0855594652,0.2318930331
226,AAl,3,117.9523809524,284.8095238095,2.848204,70.301283,0.035921495,0.2730283838,0.0057205411,0.00272578,0.0063382594,0.01569161,0.0925842521,0.2243365392
227,AAl,3,119.1904761905,284.7619047619,2.885174,69.327654,0.038426773,0.286763625,0.0062772695,0.0020689655,0.0094940965,0.015270936,0.0913957307,0.218326687
228,AAl,3,120.4285714286,284.7142857143,1.669788,40.904773,0.038747361,0.2855735398,0.0076988037,0.002364532,0.0103448276,0.013877551,0.093427164,0.2183532723
229,AAl,3,121.6666666667,284.6666666667,2.448615,52.631775,0.0377777778,0.286743295,0.0081992337,0.0036781609,0.0097318008,0.0138697318,0.0879693487,0.2179310345
230,AAl,3,122.9047619048,284.619047619,2.38076,61.965282,0.0385550082,0.2801923528,0.0087027915,0.0047619048,0.0110266635,0.0142043944,0.0846977872,0.221202596
231,AAl,3,124.1428571429,284.5714285714,3.150439,80.290312,0.0399859254,0.2791414497,0.0068965517,0.0042364532,0.0109781844,0.0138916256,0.0983814215,0.2216326531
232,AAl,3,125.380952381,284.5238095238,3.004276,67.380981,0.0365845649,0.2699554304,0.0074220033,0.0049526937,0.0133599187,0.0138384549,0.0952850106,0.2189991399
233,AAl,3,126.619047619,284.4761904762,3.005536,64.185499,0.0354867464,0.2594229416,0.0080522324,0.0047619048,0.0145750254,0.0139510517,0.0955055125,0.22270545
234,AAl,3,127.8571428571,284.4285714286,2.6685,66.812717,0.0342294159,0.2624489796,0.0082195637,0.0046164673,0.0146235046,0.0181280788,0.0953694581,0.228557354
235,AAl,3,129.0952380952,284.380952381,3.559177,76.595775,0.0297380561,0.2527171788,0.0082508406,0.0040143874,0.0141543514,0.0195980921,0.0871608413,0.2200031277
236,AAl,3,130.3333333333,284.3333333333,3.70609,84.243073,0.0292720307,0.2483524904,0.007816092,0.0039846743,0.0108812261,0.0224521073,0.0916475096,0.2224521073
237,AAl,3,131.5714285714,284.2857142857,3.619156,87.26497,0.0301477833,0.2531034483,0.0077832512,0.0041238564,0.0089655172,0.0203940887,0.090992259,0.2176213934
238,AAl,3,132.8095238095,284.2380952381,3.776655,90.87599,0.0267370396,0.2565861287,0.0065697083,0.0027617484,0.008016264,0.0184877629,0.0928329033,0.2173336461
239,AAl,3,134.0476190476,284.1904761905,3.741816,90.829178,0.0289264211,0.2552021268,0.0074876847,0.0031589647,0.0072906404,0.0166971616,0.1024067558,0.2181577919
240,AAl,3,135.2857142857,284.1428571429,2.916618,70.392152,0.0310626319,0.2680365939,0.0082054891,0.0022660099,0.0075862069,0.0139619986,0.1009992963,0.2191977481
